storeNo,productNo,price,stock
726,E415,128,43625
747,E416,168,60501
713,E417,39.9,73082
716,E418,28.8,12737
713,E419,98,68998
918,E420,188,45356
919,E421,29.8,65260
691,E422,49,1219
920,E423,68,40303
686,E424,258,12881
745,E425,26.9,16607
775,E426,116,979
921,E427,39.8,80608
922,E428,35.8,7548
923,E429,72,77712
924,E430,39.8,21276
925,E431,29.9,59337
926,E432,29.9,62313
769,E433,108,36227
927,E434,79.9,32364
881,E435,29.8,18065
704,E436,108,86061
684,E437,68,9045
746,E438,148,61882
928,E439,25.8,23971
929,E440,128,9649
857,E441,29.8,46211
717,E442,488,38693
867,E443,76,77430
930,E444,24.9,97190
931,E445,49.5,39916
932,E446,65,15821
933,E447,49.9,31373
685,E448,128,62756
934,E449,16.8,36415
879,E450,138,11808
935,E451,29.8,17755
847,E452,33.8,33322
737,E453,166,73177
864,E454,125,12229
936,E455,69.1,10106
727,E456,38.8,35707
727,E457,29.8,19004
713,E458,58,29263
686,E459,49,89894
705,E460,29.8,51783
937,E461,56,57446
938,E462,99,8230
939,E463,88,64644
789,E464,168,77257
726,E465,136,77182
940,E466,138,50374
703,E467,19.9,41781
864,E468,89,98026
685,E469,26.8,85290
941,E470,19.9,31513
714,E471,148,99663
942,E472,29.9,37736
821,E473,55.8,15490
756,E474,98,32129
943,E475,15.8,18496
944,E476,99,58437
945,E477,98,29107
946,E478,49,82586
863,E479,119,50280
760,E480,59,26571
798,E481,88,32203
947,E482,27.8,18089
757,E483,18.8,78284
687,E484,68,57364
948,E485,88,44021
716,E486,22.8,77074
742,E487,139,32900
806,E488,35.8,72810
686,E489,398,70276
949,E490,23.9,60351
932,E491,89,31772
950,E492,19.9,54593
914,E493,69,92053
951,E494,32.8,45768
952,E495,79.8,86678
855,E496,19.8,23786
953,E497,19.8,4354
954,E498,138,4988
795,E499,198,89146
806,E500,39,1969
955,E501,76,36955
802,E502,68.8,37437
956,E503,63.46,82114
743,E504,48,66487
690,E505,78,61097
957,E506,35,38035
696,E507,19.9,66371
892,E508,39.8,47556
958,E509,39.9,54668
959,E510,88,65877
773,E511,68,52700
727,E512,35.9,34669
727,E513,43.8,66731
960,E514,68,73890
689,E515,158,63523
700,E516,99,99256
961,E517,16.8,1143
962,E518,128,72322
963,E519,47.76,91444
684,E520,48,46976
964,E521,24.9,32884
903,E522,25.8,13846
965,E523,19.9,4522
966,E524,27,51868
790,E525,18.8,84792
967,E526,108,47731
686,E527,108,63021
798,E528,108,95647
968,E529,18.8,32089
969,E530,88,46868
970,E531,19.9,29472
871,E532,108,14703
971,E533,95,65431
972,E534,49.8,83114
851,E535,14.8,46027
806,E536,19.8,46960
853,E537,138,71466
686,E538,88,49148
684,E539,128,22596
973,E540,49.8,51088
974,E541,29.9,71948
886,E542,45,58319
958,E543,45,7901
975,E544,80,95889
976,E545,19.8,40398
977,E546,99.8,59099
978,E547,18.6,86717
979,E548,15.9,37982
859,E549,69.9,98574
765,E550,19.8,64118
853,E551,138,18340
980,E552,98,95369
981,E553,16.8,42756
982,E554,88,28743
983,E555,56,74760
984,E556,19.8,46369
985,E557,88,51349
813,E558,108,36602
986,E559,15.8,24408
987,E560,45.6,13264
988,E561,138,80495
989,E562,19.8,19003
990,E563,16.8,2123
713,E564,298,44906
991,E565,52,67674
735,E566,118,77500
755,E567,98,28970
727,E568,19.8,52523
727,E569,35.8,55337
686,E570,98,43001
992,E571,198,46380
983,E572,49,84170
828,E573,18.9,15947
993,E574,69.8,46743
994,E575,39.8,89509
995,E576,39,4399
996,E577,49.8,52175
997,E578,69.9,57988
998,E579,88.8,39562
808,E580,88,4026
757,E581,18.8,51177
999,E582,118,25591
701,E583,69.9,40357
816,E584,39.8,32914
876,E585,16.8,80958
743,E586,58,90873
1000,E587,23.8,38339
911,E588,19.9,77968
694,E589,158,81038
843,E590,29.8,50142
1001,E591,18.8,49819
763,E592,29.9,86477
1002,E593,26.8,82540
1003,E594,88,58816
747,E595,138,49891
759,E596,56,71555
1004,E597,28.9,66722
1005,E598,17.8,57412
681,E599,19.9,39588
1006,E600,58,68153
1007,E601,59,37780
956,E602,78,80705
1008,E603,29.9,50788
1009,E604,15.9,10343
691,E605,199,36979
719,E606,39.9,27227
923,E607,48,66127
1010,E608,16.8,64580
1011,E609,33.9,66562
914,E610,69,44327
1012,E611,148,8633
1004,E612,27.9,72067
760,E613,69,1330
965,E614,39.8,40815
914,E615,69,81185
1013,E616,39.9,98935
811,E617,26.8,71608
1014,E618,86.8,74184
803,E619,78.8,63078
990,E620,28.6,89835
1015,E621,159,55506
1016,E622,158,85935
1017,E623,35.88,93784
924,E624,24.8,42917
1018,E625,59.76,57601
1019,E626,19.8,84062
727,E627,28.8,18201
727,E628,19.8,17163
1020,E629,29.9,71103
1021,E630,98,28000
845,E631,29.9,33190
1022,E632,49.8,94066
951,E633,45.8,28652
1023,E634,95.8,19583
1024,E635,125,52054
957,E636,38,61587
1025,E637,59,80409
913,E638,118,40172
1026,E639,13.8,68846
801,E640,98,75473
1027,E641,98,56897
914,E642,69,11302
934,E643,28.6,83431
1028,E644,16.8,79722
1029,E645,126,5174
1007,E646,19.9,10805
1030,E647,51.07,31634
762,E648,18.9,29960
694,E649,98,12694
798,E650,98,28063
864,E651,89,54652
1031,E652,19.8,3979
684,E653,99,66882
1032,E654,28.8,73112
982,E655,148,1547
760,E656,69,42325
848,E657,49.9,79870
783,E658,29.8,60728
964,E659,19.9,98691
884,E660,22.9,84525
993,E661,79.8,58338
746,E662,98,87752
957,E663,35,45951
1033,E664,38.8,12496
1034,E665,218,82930
1035,E666,19.8,75294
1036,E667,19.9,414
1037,E668,39.9,35001
1010,E669,15.8,86474
1038,E670,36.8,93994
1039,E671,39.9,73047
826,E672,38.8,12312
1040,E673,158,94816
726,E674,119,59805
1041,E675,39.9,67507
1042,E676,19.9,21011
747,E677,258,75097
747,E678,88,67578
848,E679,59,59632
1043,E680,98,50039
1044,E681,19.9,17950
925,E682,59.9,22750
727,E683,29.8,84610
727,E684,59.9,9553
760,E685,69,4585
941,E686,29.9,58476
740,E687,199,46401
944,E688,79,71894
767,E689,14.8,96411
1045,E690,39.8,46765
741,E691,108,42316
957,E692,48,54057
1046,E693,29.9,60318
963,E694,42.36,29936
1047,E695,45.8,9874
725,E696,91,35493
1048,E697,99,83310
1049,E698,68,84779
988,E699,109,90867
881,E700,39.8,9783
1050,E701,29.8,76037
1051,E702,69,87454
956,E703,69.46,5818
1049,E704,17.9,64818
1052,E705,14.8,63867
1053,E706,19.9,34811
930,E707,39.9,75698
982,E708,129,9954
685,E709,48,16388
1054,E710,25.8,18228
1055,E711,68,46552
1056,E712,19.9,31264
1057,E713,47.88,90571
982,E714,208,26828
724,E715,29.8,22790
1058,E716,19.8,60021
1059,E717,35.9,68576
795,E718,68,67030
1060,E719,23.8,66704
753,E720,39.8,69707
807,E721,25.9,79652
825,E722,19.8,54906
772,E723,29.9,62959
1061,E724,22.8,51213
1062,E725,18.8,43568
1063,E726,37.8,72127
732,E727,98,57310
1052,E728,14.8,66607
994,E729,29.8,63404
1064,E730,19.9,8446
835,E731,19.9,91161
1065,E732,89,59387
711,E733,19.8,82664
922,E734,39.8,50856
1025,E735,59,52974
760,E736,188,45317
1066,E737,18.8,65447
1067,E738,68,27843
1052,E739,15.8,54253
1068,E740,79,16057
844,E741,29.9,77279
884,E742,29.9,44824
862,E743,14.8,67186
1069,E744,22.8,38811
1048,E745,188,26959
1002,E746,38.6,33285
704,E747,248,48119
1070,E748,88,32855
930,E749,39.9,97028
801,E750,88,60293
1071,E751,56.8,16884
1072,E752,17.8,5265
851,E753,16.8,95897
1073,E754,58,98840
1074,E755,39.9,98029
913,E756,88,77381
1075,E757,39.8,13085
878,E758,43.8,77609
1076,E759,68,58961
1018,E760,36,31687
900,E761,108,61883
1077,E762,34.99,6010
901,E763,18.8,35803
1078,E764,128,56599
1079,E765,29.9,48641
861,E766,16.8,2312
789,E767,428,50792
1080,E768,29.9,25113
685,E769,62,96671
1081,E770,39.8,49048
921,E771,31,6303
1082,E772,86,96663
1083,E773,85,67360
1084,E774,32,67808
1085,E775,29.9,50283
864,E776,59,7669
691,E777,49,21503
1086,E778,49,91326
919,E779,29.9,82140
765,E780,19.8,11459
691,E781,59,7044
760,E782,29,64790
806,E783,19.8,47119
1087,E784,98,5418
827,E785,69.9,94416
788,E786,29.9,78508
859,E787,69.9,13400
684,E788,208,4575
1088,E789,25.8,33387
899,E790,29.8,29839
1089,E791,19.9,71562
760,E792,218,89497
1090,E793,19.8,47744
1033,E794,27.8,91071
959,E795,108,70060
1091,E796,41.9,55762
1092,E797,39.9,64457
1093,E798,29.9,53979
1094,E799,99,29677
1095,E800,53,96226
746,E801,118,24849
1096,E802,39.9,67616
1097,E803,26.8,24260
840,E804,21.9,36960
701,E805,98,69812
717,E806,238,49415
986,E807,15.8,776
1098,E808,23.8,13627
691,E809,69,35818
1099,E810,48.8,749
686,E811,168,5933
1069,E812,22.8,20192
704,E813,398,95660
1100,E814,18.9,35009
912,E815,23.8,78603
942,E816,19.9,96122
1101,E817,29.8,49017
1102,E818,82,73628
1103,E819,118,47435
878,E820,39.8,74054
1091,E821,29.9,54758
732,E822,59,65356
752,E823,39.9,54711
872,E824,29.8,79552
717,E825,168,54297
1104,E826,124,88808
772,E827,15.8,62199
1105,E828,18.8,30426
1106,E829,19.8,89038
1107,E830,24.9,64388
691,E831,99,42433
822,E832,29.8,88486
822,E833,39.9,22510
1108,E834,29.8,45369
746,E835,168,37777
1109,E836,16.8,59667
794,E837,29.8,77174
882,E838,18.8,47626
1110,E839,19.8,61818
1111,E840,49.9,45007
1112,F01,28.8,33462
1113,F02,18.6,4220
1114,F03,29.9,56944
683,F04,39.9,64717
1115,F05,29.8,40891
1116,F06,28.8,42030
683,F07,39.9,10373
1117,F08,37.9,55227
1118,F09,20.8,50932
1119,F10,18.8,23319
1120,F11,20.8,20170
1121,F12,28.8,61177
904,F13,29.9,72905
682,F14,39.8,78328
682,F15,59.8,77645
1031,F16,29.8,29682
1122,F17,22.8,84294
1123,F18,29.8,24720
1124,F19,39.8,88594
1125,F20,19.6,56559
1126,F21,23.5,22052
816,F22,29.8,3724
1127,F23,28.8,53933
1126,F24,23.8,72270
1123,F25,49.8,51615
1128,F26,31.8,57009
1114,F27,16.9,9850
719,F28,29.8,40076
1121,F29,29.8,38753
719,F30,39.8,84634
1129,F31,39.8,7232
1124,F32,45.8,84063
816,F33,29.8,1523
1130,F34,32,14169
1131,F35,29.8,32573
727,F36,39.8,56451
904,F37,29.9,50322
1132,F38,22.5,71161
1133,F39,35.8,50422
1018,F40,25.8,33905
765,F41,29.8,85518
1134,F42,21,51537
727,F43,28.8,46529
1135,F44,22.8,75139
1136,F45,28,53781
1115,F46,49.8,60481
1137,F47,22.9,72291
1138,F48,22.8,63539
1139,F49,29.8,45706
1132,F50,35,8980
1140,F51,19.9,8357
1141,F52,22,5366
881,F53,29.8,16424
1142,F54,39.9,78830
878,F55,36.8,58843
1143,F56,32.8,54919
1112,F57,28.8,75328
682,F58,39.8,29954
683,F59,39.9,33806
682,F60,29.8,42928
719,F61,39.8,89253
1124,F62,39.8,19540
683,F63,29.9,42872
1123,F64,29.8,32257
1126,F65,23.8,62918
727,F66,39.8,10504
1121,F67,36.8,94765
1144,F68,39.9,88163
1127,F69,29.9,71634
1145,F70,49.8,41243
1146,F71,59,60324
1147,F72,39.9,36364
1128,F73,49.8,69194
1148,F74,29.9,62231
1149,F75,29.8,88843
1115,F76,25.8,9815
878,F77,36.8,49334
1150,F78,38.8,16363
1151,F79,26,93676
878,F80,39.8,95838
1152,F81,33.8,4825
1115,F82,29.8,49387
1123,F83,36.9,86187
904,F84,29.9,53631
1153,F85,29.88,92370
1154,F86,44.8,54142
1114,F87,26.9,61686
1121,F88,39.8,32306
1111,F89,29.9,86462
1155,F90,24.9,15513
1156,F91,35.1,87596
1157,F92,28.6,40935
1158,F93,42.8,7972
1132,F94,22.5,38544
1159,F95,133,82116
1160,F96,25.9,32923
886,F97,34.9,12371
1126,F98,26.8,75555
1031,F99,39.9,2543
1161,F100,25.9,32830
1124,F101,39.8,69522
1162,F102,38.8,24960
1114,F103,29.9,30317
1163,F104,68,61875
1136,F105,33.9,47323
1164,F106,29.9,82628
1057,F107,47.76,47140
1165,F108,29.8,67176
681,F109,29.8,59950
1166,F110,29.9,25793
1167,F111,29.8,88226
1145,F112,29.8,1281
917,F113,26.8,59153
1115,F114,39.8,70689
1123,F115,19.8,6766
1030,F116,38.14,42098
1168,F117,29.9,78341
1169,F118,38.8,65314
1170,F119,40.8,89178
1171,F120,29.9,67153
1121,F121,19.8,50962
1136,F122,33,84927
1153,F123,59.8,66168
1114,F124,29.8,16774
1134,F125,28,40506
1172,F126,39.9,75550
816,F127,38.8,17878
1173,F128,28.8,92555
1174,F129,39.9,85616
963,F130,45.6,61063
1175,F131,38,38497
1176,F132,38.8,89616
1113,F133,28.9,41128
1177,F134,28.8,96488
1178,F135,48,2626
1179,F136,39.8,49416
1180,F137,338,67620
1181,F138,99,96191
1182,F139,26.31,91819
1183,F140,39.8,84595
727,F141,49.8,35996
1184,F142,29.8,41594
1185,F143,39.9,41217
1114,F144,23.8,58587
1186,F145,39.8,21337
1187,F146,39.9,85370
1188,F147,32.8,5867
1189,F148,29.8,74752
863,F149,39.8,10864
1127,F150,29.9,16096
1190,F151,33,25221
1191,F152,32.8,71993
1192,F153,32,65341
1193,F154,23.8,17282
1194,F155,29.8,70771
1195,F156,29.8,67638
1196,F157,29.8,86805
1197,F158,29.9,39127
1018,F159,45.12,63850
1198,F160,28.8,21788
1199,F161,35.22,30997
1058,F162,29.8,13829
1200,F163,16.8,50586
1155,F164,29.9,70513
1150,F165,28.8,92424
1201,F166,33.88,64398
1175,F167,37.52,68869
878,F168,56.8,59071
1202,F169,29.9,7011
1030,F170,48.38,72242
1114,F171,23.8,45542
1157,F172,27.69,23079
1203,F173,29.9,23147
1089,F174,25.8,53280
1196,F175,23.8,39648
1190,F176,32.9,66481
1204,F177,34.6,97581
1124,F178,19.8,30631
1205,F179,38.9,99768
1206,F180,45.8,76604
1207,F181,11.9,15502
1208,F182,29.9,60543
1209,F183,22.8,94783
1175,F184,27,43063
878,F185,39.8,5429
1210,F186,69.9,47036
1211,F187,29.9,1774
1212,F188,32.01,24558
878,F189,39.8,63919
1206,F190,29.8,46714
1130,F191,26.8,63672
886,F192,33,42039
753,F193,38.8,59627
1213,F194,20.8,58401
1175,F195,29.85,87554
1214,F196,28.8,41929
1215,F197,25.9,43266
1216,F198,22.8,43278
1217,F199,29.9,82898
1089,F200,36.8,39917
1218,F201,21.8,50735
1219,F202,42.89,32350
1211,F203,42.6,96956
1153,F204,29.8,1333
1030,F205,38.39,43459
1153,F206,19.8,84664
1124,F207,32.8,72936
1220,F208,29.8,46194
950,F209,25.9,69022
886,F210,21,14642
963,F211,47.76,65979
1132,F212,35,76054
1221,F213,39.8,93889
1020,F214,36.9,16406
1222,F215,26.8,72899
1168,F216,29.9,81178
858,F217,49.9,42058
1121,F218,42.8,69161
1190,F219,27.9,26248
1220,F220,35.8,32259
1223,F221,29.9,53937
1224,F222,59.9,9634
1212,F223,26.9,1335
1195,F224,36.8,68882
1074,F225,39.9,7058
1225,F226,39.8,77312
1226,F227,24.9,45802
1227,F228,29.8,12012
878,F229,39.8,46948
1175,F230,23.8,46770
1219,F231,35.97,61891
1228,F232,29.6,18695
1229,F233,29.8,63255
1230,F234,36.8,25723
1231,F235,34.8,94523
1152,F236,19.8,14903
1177,F237,52.8,42020
1216,F238,31.8,34038
1232,F239,21.26,72733
1032,F240,39.9,85494
1233,F241,26.8,23058
1234,F242,28.8,38116
1195,F243,22.8,57389
1153,F244,19.8,7592
1235,F245,79,52202
1020,F246,29.9,17000
1220,F247,29.8,91867
1060,F248,39.8,63794
1232,F249,36.2,72881
1079,F250,29.9,98856
1236,F251,39.9,64117
1237,F252,26.8,66534
1150,F253,32,7455
1199,F254,29.76,47864
1238,F255,29.8,13976
1239,F256,21.98,15773
1240,F257,28.8,32997
1131,F258,29.9,23290
1238,F259,45.8,49070
1241,F260,34.4,39709
1134,F261,18,74479
1120,F262,26.8,57149
1211,F263,38.1,47996
1124,F264,39.8,8663
1242,F265,19.5,79338
1243,F266,39.9,20740
878,F267,39.8,17465
1244,F268,29.8,15419
1245,F269,9.9,43186
1246,F270,61.04,63286
1247,F271,47.02,51594
1125,F272,20.6,81561
1157,F273,29.64,21392
1248,F274,38,631
1198,F275,17.88,24744
1143,F276,42.9,93694
1136,F277,23,67558
1249,F278,39.8,45694
711,F279,23.8,54034
1152,F280,19.8,77149
1250,F281,21.8,99060
1032,F282,59.9,54776
1251,F283,17.8,76114
1157,F284,50.7,22914
1252,F285,39.8,44552
1253,F286,38,89977
1254,F287,39.9,12384
1134,F288,15.6,93899
1183,F289,19.9,23764
1157,F290,25.74,53078
1255,F291,19.8,29918
1256,F292,32.8,13754
1199,F293,48.98,88591
1212,F294,43.93,78294
1238,F295,42.8,76898
1121,F296,22.8,55571
1257,F297,36.8,75872
1258,F298,25.8,10307
1244,F299,21.78,23583
1177,F300,31.8,33318
1212,F301,17.15,68127
1234,F302,26.88,99042
1259,F303,42.9,48930
1007,F304,18.8,46818
1244,F305,21.8,16167
1111,F306,39.9,7749
1260,F307,34.89,93909
1199,F308,19.79,85875
1261,F309,39.9,54883
963,F310,26.16,25470
1262,F311,39.9,70332
1263,F312,46.8,98551
1264,F313,86,12746
1265,F314,12.8,40435
1130,F315,35.8,93794
1266,F316,29.9,17928
1124,F317,29.8,83300
1215,F318,49.9,5345
1175,F319,22.8,34703
1195,F320,23.8,87707
1157,F321,34.84,33726
1175,F322,23,2550
1267,F323,39.8,64312
848,F324,45.9,9012
1268,F325,39.8,30728
1030,F326,18.94,97693
1220,F327,35.8,65195
1057,F328,35.99,17961
1269,F329,24.8,19170
1152,F330,34.8,22192
1234,F331,22.29,78302
1121,F332,89,50857
1259,F333,32.9,63529
1124,F334,29.8,71261
1253,F335,58,47188
1195,F336,27,53679
956,F337,31.8,168
1262,F338,28.9,20001
1270,F339,39.9,94563
1256,F340,29.8,19000
1199,F341,40.75,60737
1199,F342,17.36,17928
1234,F343,24.3,52970
1212,F344,11.64,79130
1271,F345,48.8,42553
847,F346,29.9,6084
956,F347,17.76,68096
1238,F348,29.8,55087
1272,F349,25.9,69451
963,F350,30.48,392
1273,F351,39.9,56782
1274,F352,19.8,58401
1219,F353,49.93,57424
1114,F354,39.9,29152
1232,F355,27.6,57237
1114,F356,29.8,31630
1275,F357,14.9,35972
1276,F358,13.8,51934
1277,F359,21.8,34239
1030,F360,48.64,10089
1256,F361,36.8,86032
1278,F362,49.8,25862
1279,F363,19.8,49146
727,F364,29.8,6682
1280,F365,19.8,1864
1030,F366,24.32,98157
956,F367,13.68,25738
963,F368,26.16,11360
1212,F369,25.86,58879
1281,F370,32,97231
1282,F371,48,97956
1174,F372,25.9,51510
1132,F373,59,27577
1283,F374,25,28271
1272,F375,19.9,37986
1284,F376,23.8,23020
1133,F377,45.8,20701
1285,F378,24.8,39842
1286,F379,30.8,97239
1287,F380,52,59589
1288,F381,28.18,41121
1289,F382,42.7,74195
1290,F383,34.9,70759
1291,F384,23.8,36096
1292,F385,23.8,19503
1293,F386,39.9,1982
1294,F387,22.9,53079
1295,F388,33,29236
1133,F389,49.8,8644
1232,F390,19.68,59711
1282,F391,69.9,36719
1296,F392,69.8,44333
1280,F393,32.9,88132
1213,F394,23.8,50342
1297,F395,26.8,38141
1298,F396,29.8,7935
1199,F397,22.48,41761
1199,F398,25.95,58364
1299,F399,25.8,61125
1288,F400,29.98,86715
1300,F401,16.9,98985
1301,F402,23.9,60102
1302,F403,55,50861
1225,F404,39.8,40880
1296,F405,35.8,66224
1240,F406,28.8,74728
1303,F407,29.8,82216
1304,F408,28.8,11551
1278,F409,35.8,71507
1305,F410,18.6,78664
1306,F411,35.8,10523
1307,F412,29.6,72157
1282,F413,48,17477
1240,F414,56.8,16772
1274,F415,18.8,24876
1308,F416,108,56729
1309,F417,46.8,33690
1310,F418,29.8,67741
1311,F419,35.6,67884
1312,F420,40,16200
1223,F421,19.9,31566
1313,F422,49.9,32909
1314,F423,28.5,48772
1315,F424,23.8,48920
1316,F425,23.8,13517
1315,F426,33,86394
1317,F427,48.8,63519
1318,F428,17.8,87327
1319,F429,39.9,15406
1320,F430,9.9,13519
1321,F431,128,96983
1258,F432,34.8,27656
1132,F433,25,14171
1322,F434,42.9,82053
1323,F435,22.8,4594
1174,F436,53.9,43026
1324,F437,39,77424
1325,F438,23.5,26908
1325,F439,35,81342
1326,F440,44.8,74802
1327,F441,88,27904
1278,F442,26.8,38482
1328,F443,78,39041
1329,F444,39.9,67383
1265,F445,6.8,18710
1330,F446,49.9,45697
1331,F447,19.9,84711
1332,F448,35.8,32870
1333,F449,39.9,37711
1314,F450,39.9,49209
1130,F451,19.8,50117
1334,F452,29.9,91907
1290,F453,38.9,3849
1335,F454,37.8,49008
1274,F455,26.8,3436
1278,F456,49.8,26286
1336,F457,26.9,78198
1337,F458,32.8,96633
1338,F459,29.8,56409
1339,F460,35.7,10736
1340,F461,36.88,18602
1341,F462,36,42320
1328,F463,49.9,93319
1342,F464,26.5,22727
1304,F465,39.9,25396
1343,F466,45.85,14247
1332,F467,22.8,22310
1174,F468,22.9,85757
1130,F469,31.8,59896
1133,F470,29.8,86972
1344,F471,29.9,14969
1345,F472,32.9,2520
1346,F473,36.8,64556
1347,F474,39.9,85342
1290,F475,19.9,85181
1348,F476,29.9,9976
1296,F477,28.8,23210
1288,F478,28.11,88654
1349,F479,39.8,22018
1325,F480,35,60843
1130,F481,35.8,43843
1350,F482,32,6072
1298,F483,32.8,94123
1351,F484,33.8,93658
1188,F485,29.8,68178
1258,F486,27.8,41914
1213,F487,22.8,56183
1133,F488,26.8,44989
1352,F489,28,29030
1353,F490,33.9,67566
1344,F491,29.9,83989
1354,F492,39,83257
1355,F493,29.9,2798
1342,F494,47.8,94733
1314,F495,39.9,45561
1315,F496,33,45145
1296,F497,36.8,11856
1356,F498,39.9,39411
1357,F499,28.9,87790
1258,F500,33.8,26201
1358,F501,18.8,35259
1359,F502,45,18610
1360,F503,29,41940
1240,F504,33.8,82227
1361,F505,39.9,31695
1174,F506,7.9,39949
1362,F507,39,6614
1240,F508,29.9,71597
1363,F509,25.7,74981
1334,F510,29.8,6106
1344,F511,38.88,89959
1130,F512,33.8,90736
1364,F513,39,70520
1314,F514,29.9,49615
1216,F515,24.8,69543
1365,F516,22.9,73820
1366,F517,24.8,99307
1367,F518,43.5,97883
1332,F519,26.8,27908
1368,F520,41.6,32686
1130,F521,26.8,21320
1216,F522,24.8,18776
1369,F523,26.9,29541
1370,F524,39.8,90888
1371,F525,24.8,34586
1240,F526,18.98,99906
1372,F527,49.9,97679
1290,F528,29.9,80433
1373,F529,29.9,93965
1374,F530,49,11826
1375,F531,29.9,60959
1213,F532,20.8,4841
1353,F533,33.9,27241
1376,F534,19.9,22794
1295,F535,10.8,37663
1365,F536,23.9,60944
1339,F537,24.5,2743
1366,F538,18,28854
1377,F539,26.8,75341
1378,F540,29.5,98218
1288,F541,21.9,72256
1379,F542,28.9,84012
1314,F543,42.5,17891
1380,F544,25.8,2513
1323,F545,17.8,8357
1315,F546,24.9,96330
1381,F547,26.8,27606
1316,F548,25.81,56888
1344,F549,31.9,31071
1342,F550,27.89,93291
1382,F551,26.5,50620
1383,F552,18.99,91827
1296,F553,26.8,46945
1321,F554,108,54706
1384,F555,19.9,18847
1385,F556,58,3756
1386,F557,27.9,97671
1387,F558,21.8,98530
1388,F559,19.8,26763
1357,F560,22.9,69991
1389,F561,26,18755
1274,F562,29.8,68242
1325,F563,29,47394
1368,F564,34.3,12117
1216,F565,27.8,90439
1216,F566,15.6,83208
1304,F567,19.9,49679
1390,F568,24.48,53272
1391,F569,28.47,52382
1392,F570,39.8,48072
1240,F571,19.5,47366
1338,F572,19.8,489
1338,F573,19.8,94836
